url,headline
//news.err.ee/1610122927/a-look-back-at-estonia-s-presidential-elections-episode-5-toomas-hendrik-ilves-2011,"A look back at Estonia's presidential elections | Episode 5: Toomas Hendrik Ilves, 2011"
//news.err.ee/1610122102/a-look-back-at-estonia-s-presidential-elections-episode-4-toomas-hendrik-ilves-2006,"A look back at Estonia's presidential elections | Episode 4: Toomas Hendrik Ilves, 2006"
//news.err.ee/1610121580/a-look-back-at-estonia-s-presidential-elections-episode-3-arnold-ruutel-2001,"A look back at Estonia's presidential elections | Episode 3: Arnold Rüütel, 2001"
//news.err.ee/1610119525/a-look-back-at-estonia-s-presidential-elections-episode-2-lennart-meri-1996,"A look back at Estonia's presidential elections | Episode 2: Lennart Meri, 1996"
//news.err.ee/1610118730/a-look-back-at-estonia-s-presidential-elections-episode-1-lennart-meri-1992,"A look back at Estonia's presidential elections | Episode 1: Lennart Meri, 1992"
https://news.err.ee/1610131897/tallinn-fringe-festival-heads-into-4th-week-as-venues-artists-collaborate,"Tallinn Fringe Festival heads into 4th week as venues, artists collaborate"
https://news.err.ee/1610131834/kalev-stoicescu-notes-for-the-future-defense-minister,Kalev Stoicescu: Notes for the future defense minister
https://news.err.ee/1610132201/police-investigate-possible-bullet-holes-in-the-ministry-fa-ade,Police investigate possible bullet holes in the ministry façade
https://news.err.ee/1610131813/estonia-names-riina-kaljurand-new-ambassador-to-china,Estonia names Riina Kaljurand new ambassador to China
https://news.err.ee/1610132065/free-menstrual-pad-dispensers-installed-across-university-of-tartu,Free menstrual pad dispensers installed across University of Tartu
https://news.err.ee/1610131771/another-small-island-ferry-strike-called-for-september-18,Another small-island ferry strike called for September 18
https://news.err.ee/1610132113/ai-agents-will-not-get-estonian-id-codes-and-responsibility-will-stay-with-humans,AI agents will not get Estonian ID codes and responsibility will stay with humans
https://news.err.ee/1610131705/schools-widely-using-exceptions-to-start-classes-before-9-a-m,Schools widely using exceptions to start classes before 9 a.m.
https://news.err.ee/1610132017/triin-tomingas-who-actually-decides-where-european-union-money-goes,Triin Tomingas: Who actually decides where European Union money goes?
https://news.err.ee/1610131735/number-of-job-openings-remains-modest-in-estonia,Number of job openings remains modest in Estonia
https://news.err.ee/1610131807/estonia-ranks-among-top-countries-in-latest-pisa-results,Estonia ranks among top countries in latest PISA results
https://news.err.ee/1610130319/estonia-shuts-border-crossing-after-2-iranian-nationals-attempt-entry-from-russia,Estonia shuts border crossing after 2 Iranian nationals attempt entry from Russia
https://news.err.ee/1610130736/estonian-agency-fails-to-demonstrate-how-70-million-unsuccessful-ammo-contract-reached,Estonian agency fails to demonstrate how €70 million unsuccessful ammo contract reached
https://news.err.ee/1610131633/minister-ukraine-was-discussed-at-tallinn-dinner-with-donald-trump-jr,Minister: Ukraine was discussed at Tallinn dinner with Donald Trump Jr.
https://news.err.ee/1610130688/new-center-left-pro-european-party-emerging-in-estonia,New center-left pro-European party emerging in Estonia
https://news.err.ee/1610131627/czech-defense-contractor-we-warned-our-government-against-datasel,Czech defense contractor: We warned our government against Datasel
https://news.err.ee/1610130472/estonia-has-5th-highest-obesity-rate-in-europe-data-shows,"Estonia has 5th-highest obesity rate in Europe, data shows"
https://news.err.ee/1610130703/prisma-stores-in-tallinn-area-first-to-be-rebranded-as-coop-outlets,Prisma stores in Tallinn area first to be rebranded as Coop outlets
https://news.err.ee/1610131732/former-tallinn-area-dump-site-reborn-as-lake-and-swimming-spot,Former Tallinn-area dump site reborn as lake and swimming spot
https://news.err.ee/1610130949/death-to-the-fascist-snake-soviet-era-poster-prompts-police-action,'Death to the fascist snake' Soviet-era poster prompts police action
